id,celebrity,text,sentiment,sentiment_score,date,platform,length
3951,SEVENTEEN,SEVENTEEN 목소리 천사같아,positive,0.824,2025-08-07 09:35:22,youtube,18
3952,MAMAMOO,MAMAMOO 재능이 넘쳐나네요,positive,0.703,2025-07-23 09:35:22,twitter,17
3953,BTS,BTS 콘서트 정보 알려주세요,neutral,0.619,2025-08-13 09:35:22,youtube,16
3954,MAMAMOO,MAMAMOO 춤도 잘 춰 👏,positive,0.946,2025-08-05 09:35:22,twitter,16
3955,IU,IU 춤도 잘 춰 👏,positive,0.946,2025-07-15 09:35:22,youtube,11
3956,IVE,IVE 방송 언제 해요?,neutral,0.52,2025-07-21 09:35:22,twitter,13
3957,LE SSERAFIM,LE SSERAFIM 재능이 넘쳐나네요,positive,0.893,2025-08-10 09:35:22,twitter,21
3958,TWICE,TWICE 완벽해 💕,positive,0.774,2025-08-02 09:35:22,twitter,11
3959,ENHYPEN,ENHYPEN 좀 아쉽네,negative,0.28,2025-08-05 09:35:22,instagram,13
3960,TWICE,TWICE 최고야!! 사랑해,positive,0.706,2025-08-09 09:35:22,twitter,15
3961,TWICE,TWICE 너무 과장된거 아니야?,negative,0.277,2025-07-29 09:35:22,instagram,18
3962,IU,IU 노래 너무 좋아요!,positive,0.821,2025-07-29 09:35:22,twitter,13
3963,SEVENTEEN,SEVENTEEN 음악 감동이에요,positive,0.881,2025-07-26 09:35:22,youtube,18
3964,IVE,IVE 콘서트 정보 알려주세요,neutral,0.524,2025-07-19 09:35:22,twitter,16
3965,KARD,KARD 실망이야,negative,0.125,2025-08-03 09:35:22,youtube,9
3966,ITZY,ITZY 노래 너무 좋아요!,positive,0.887,2025-07-20 09:35:22,youtube,15
3967,IU,IU 춤도 잘 춰 👏,positive,0.841,2025-07-24 09:35:22,youtube,11
3968,TWICE,TWICE 논란이 많네,negative,0.316,2025-07-17 09:35:22,twitter,12
3969,ENHYPEN,ENHYPEN 정말 예쁘다 ❤️,positive,0.932,2025-08-02 09:35:22,instagram,17
3970,IU,IU 콘서트 정보 알려주세요,neutral,0.457,2025-08-01 09:35:22,twitter,15
3971,ITZY,ITZY 재능이 넘쳐나네요,positive,0.94,2025-08-04 09:35:22,instagram,14
3972,NMIXX,NMIXX 음악 감동이에요,positive,0.73,2025-08-09 09:35:22,instagram,14
3973,MAMAMOO,MAMAMOO 완벽해 💕,positive,0.808,2025-08-07 09:35:22,twitter,13
3974,NCT,NCT 춤도 잘 춰 👏,positive,0.823,2025-08-01 09:35:22,twitter,12
3975,(G)I-DLE,(G)I-DLE 완벽해 💕,positive,0.891,2025-07-16 09:35:22,instagram,14
3976,TWICE,TWICE 춤도 잘 춰 👏,positive,0.802,2025-08-05 09:35:22,instagram,14
3977,NewJeans,NewJeans 콘서트 정보 알려주세요,neutral,0.628,2025-07-17 09:35:22,youtube,21
3978,TXT,TXT 최고야!! 사랑해,positive,0.937,2025-07-25 09:35:22,youtube,13
3979,StrayKids,StrayKids 별로인듯,negative,0.397,2025-07-19 09:35:22,twitter,14
3980,StrayKids,StrayKids 최고야!! 사랑해,positive,0.828,2025-08-11 09:35:22,instagram,19
3981,IVE,IVE 완벽해 💕,positive,0.851,2025-08-13 09:35:22,youtube,9
3982,(G)I-DLE,(G)I-DLE 완벽해 💕,positive,0.879,2025-08-01 09:35:22,instagram,14
3983,aespa,aespa 음악 감동이에요,positive,0.91,2025-07-22 09:35:22,youtube,14
3984,IVE,IVE 춤도 잘 춰 👏,positive,0.907,2025-08-11 09:35:22,instagram,12
3985,NMIXX,NMIXX 논란이 많네,negative,0.396,2025-07-17 09:35:22,instagram,12
3986,Red Velvet,Red Velvet 인스타 업데이트 기다려요,neutral,0.528,2025-07-19 09:35:22,youtube,24
3987,StrayKids,StrayKids 목소리 천사같아,positive,0.915,2025-08-06 09:35:22,twitter,18
3988,TXT,TXT 최고야!! 사랑해,positive,0.72,2025-07-22 09:35:22,instagram,13
3989,TXT,TXT 정말 예쁘다 ❤️,positive,0.786,2025-08-03 09:35:22,instagram,13
3990,(G)I-DLE,(G)I-DLE 정말 예쁘다 ❤️,positive,0.858,2025-07-23 09:35:22,twitter,18
3991,BTS,BTS 춤도 잘 춰 👏,positive,0.76,2025-07-24 09:35:22,instagram,12
3992,(G)I-DLE,(G)I-DLE 최고야!! 사랑해,positive,0.941,2025-07-22 09:35:22,twitter,18
3993,Red Velvet,Red Velvet 예전만 못한듯,negative,0.314,2025-07-17 09:35:22,twitter,18
3994,LE SSERAFIM,LE SSERAFIM 음악 감동이에요,positive,0.938,2025-07-18 09:35:22,youtube,20
3995,IU,IU 노래 너무 좋아요!,positive,0.874,2025-07-25 09:35:22,twitter,13
3996,TWICE,TWICE 재능이 넘쳐나네요,positive,0.878,2025-07-26 09:35:22,instagram,15
3997,TXT,TXT 목소리 천사같아,positive,0.861,2025-07-26 09:35:22,youtube,12
3998,SEVENTEEN,SEVENTEEN 최고야!! 사랑해,positive,0.743,2025-08-13 09:35:22,instagram,19
3999,LE SSERAFIM,LE SSERAFIM 춤도 잘 춰 👏,positive,0.822,2025-07-19 09:35:22,instagram,20
4000,LE SSERAFIM,LE SSERAFIM 최고야!! 사랑해,positive,0.752,2025-07-15 09:35:22,instagram,21
4001,IU,IU 너무 과장된거 아니야?,negative,0.168,2025-07-30 09:35:22,instagram,15
4002,NCT,NCT 새로운 앨범 언제 나와?,neutral,0.68,2025-07-19 09:35:22,youtube,17
4003,NewJeans,NewJeans 춤도 잘 춰 👏,positive,0.74,2025-08-02 09:35:22,twitter,17
4004,(G)I-DLE,(G)I-DLE 완벽해 💕,positive,0.902,2025-07-15 09:35:22,twitter,14
4005,BTS,BTS 너무 과장된거 아니야?,negative,0.275,2025-08-11 09:35:22,youtube,16
4006,BTS,BTS 정말 예쁘다 ❤️,positive,0.932,2025-08-09 09:35:22,youtube,13
4007,TXT,TXT 최고야!! 사랑해,positive,0.907,2025-08-08 09:35:22,twitter,13
4008,ENHYPEN,ENHYPEN 음악 감동이에요,positive,0.768,2025-07-27 09:35:22,instagram,16
4009,IVE,IVE 노래 너무 좋아요!,positive,0.875,2025-07-21 09:35:22,youtube,14
4010,NMIXX,NMIXX 음악 감동이에요,positive,0.88,2025-07-31 09:35:22,instagram,14
4011,TWICE,TWICE 노래 너무 좋아요!,positive,0.722,2025-07-25 09:35:22,youtube,16
4012,MAMAMOO,MAMAMOO 음악 감동이에요,positive,0.902,2025-07-27 09:35:22,instagram,16
4013,KARD,KARD 완벽해 💕,positive,0.919,2025-07-26 09:35:22,twitter,10
4014,aespa,aespa 광고 찍었네요,neutral,0.537,2025-07-18 09:35:22,youtube,13
4015,KARD,KARD 새로운 앨범 언제 나와?,neutral,0.564,2025-07-16 09:35:22,youtube,18
4016,KARD,KARD 별로인듯,negative,0.237,2025-07-30 09:35:22,twitter,9
4017,TWICE,TWICE 노래 너무 좋아요!,positive,0.817,2025-07-20 09:35:22,twitter,16
4018,NewJeans,NewJeans 실망이야,negative,0.34,2025-07-29 09:35:22,youtube,13
4019,ENHYPEN,ENHYPEN 인스타 업데이트 기다려요,neutral,0.438,2025-07-29 09:35:22,instagram,21
4020,NewJeans,NewJeans 새로운 앨범 언제 나와?,neutral,0.455,2025-08-01 09:35:22,instagram,22
4021,(G)I-DLE,(G)I-DLE 최고야!! 사랑해,positive,0.772,2025-07-15 09:35:22,instagram,18
4022,ENHYPEN,ENHYPEN 예전만 못한듯,negative,0.34,2025-07-30 09:35:22,twitter,15
4023,BLACKPINK,BLACKPINK 실망이야,negative,0.282,2025-08-12 09:35:22,youtube,14
4024,IU,IU 예전만 못한듯,negative,0.295,2025-08-01 09:35:22,youtube,10
4025,IVE,IVE 재능이 넘쳐나네요,positive,0.82,2025-08-05 09:35:22,youtube,13
4026,Red Velvet,Red Velvet 논란이 많네,negative,0.274,2025-08-13 09:35:22,twitter,17
4027,TXT,TXT 노래 너무 좋아요!,positive,0.842,2025-08-13 09:35:22,instagram,14
4028,TXT,TXT 완벽해 💕,positive,0.928,2025-07-23 09:35:22,youtube,9
4029,(G)I-DLE,(G)I-DLE 정말 예쁘다 ❤️,positive,0.74,2025-07-22 09:35:22,twitter,18
4030,KARD,KARD 노래 너무 좋아요!,positive,0.811,2025-08-09 09:35:22,youtube,15
4031,aespa,aespa 최고야!! 사랑해,positive,0.734,2025-08-05 09:35:22,instagram,15
4032,LE SSERAFIM,LE SSERAFIM 목소리 천사같아,positive,0.913,2025-07-30 09:35:22,twitter,20
4033,MAMAMOO,MAMAMOO 최고야!! 사랑해,positive,0.753,2025-08-01 09:35:22,instagram,17
4034,BLACKPINK,BLACKPINK 콘서트 정보 알려주세요,neutral,0.49,2025-07-19 09:35:22,twitter,22
4035,(G)I-DLE,(G)I-DLE 최고야!! 사랑해,positive,0.805,2025-08-03 09:35:22,youtube,18
4036,ENHYPEN,ENHYPEN 목소리 천사같아,positive,0.903,2025-07-15 09:35:22,youtube,16
4037,KARD,KARD 최고야!! 사랑해,positive,0.835,2025-08-06 09:35:22,twitter,14
4038,LE SSERAFIM,LE SSERAFIM 춤도 잘 춰 👏,positive,0.833,2025-07-25 09:35:22,youtube,20
4039,KARD,KARD 목소리 천사같아,positive,0.908,2025-07-22 09:35:22,youtube,13
4040,ITZY,ITZY 노래 너무 좋아요!,positive,0.771,2025-07-18 09:35:22,youtube,15
4041,aespa,aespa 너무 과장된거 아니야?,negative,0.174,2025-08-03 09:35:22,youtube,18
4042,LE SSERAFIM,LE SSERAFIM 완벽해 💕,positive,0.916,2025-07-21 09:35:22,youtube,17
4043,BLACKPINK,BLACKPINK 콘서트 정보 알려주세요,neutral,0.496,2025-07-28 09:35:22,youtube,22
4044,SEVENTEEN,SEVENTEEN 노래 너무 좋아요!,positive,0.773,2025-07-26 09:35:22,youtube,20
4045,BTS,BTS 재능이 넘쳐나네요,positive,0.943,2025-07-22 09:35:22,youtube,13
4046,SEVENTEEN,SEVENTEEN 드라마 출연해요,neutral,0.451,2025-08-06 09:35:22,twitter,18
4047,IVE,IVE 정말 예쁘다 ❤️,positive,0.747,2025-08-12 09:35:22,instagram,13
4048,BLACKPINK,BLACKPINK 춤도 잘 춰 👏,positive,0.742,2025-07-20 09:35:22,youtube,18
4049,TXT,TXT 최고야!! 사랑해,positive,0.882,2025-07-27 09:35:22,youtube,13
4050,SEVENTEEN,SEVENTEEN 너무 과장된거 아니야?,negative,0.081,2025-07-26 09:35:22,instagram,22
4051,ITZY,ITZY 춤도 잘 춰 👏,positive,0.85,2025-07-24 09:35:22,twitter,13
4052,NMIXX,NMIXX 노래 너무 좋아요!,positive,0.702,2025-08-13 09:35:22,youtube,16
4053,LE SSERAFIM,LE SSERAFIM 최고야!! 사랑해,positive,0.728,2025-07-28 09:35:22,youtube,21
4054,aespa,aespa 정말 예쁘다 ❤️,positive,0.764,2025-08-06 09:35:22,twitter,15
4055,BLACKPINK,BLACKPINK 완벽해 💕,positive,0.899,2025-08-12 09:35:22,youtube,15
4056,BTS,BTS 춤도 잘 춰 👏,positive,0.705,2025-08-04 09:35:22,twitter,12
4057,(G)I-DLE,(G)I-DLE 예전만 못한듯,negative,0.086,2025-08-11 09:35:22,twitter,16
4058,BLACKPINK,BLACKPINK 별로인듯,negative,0.291,2025-08-12 09:35:22,twitter,14
4059,BLACKPINK,BLACKPINK 실망이야,negative,0.218,2025-07-20 09:35:22,youtube,14
4060,NewJeans,NewJeans 정말 예쁘다 ❤️,positive,0.713,2025-08-11 09:35:22,twitter,18
4061,ENHYPEN,ENHYPEN 정말 예쁘다 ❤️,positive,0.761,2025-08-12 09:35:22,instagram,17
4062,IVE,IVE 실망이야,negative,0.21,2025-07-31 09:35:22,twitter,8
4063,SEVENTEEN,SEVENTEEN 정말 예쁘다 ❤️,positive,0.796,2025-08-04 09:35:22,youtube,19
4064,NCT,NCT 춤도 잘 춰 👏,positive,0.756,2025-07-24 09:35:22,youtube,12
4065,IU,IU 논란이 많네,negative,0.062,2025-07-30 09:35:22,youtube,9
4066,BTS,BTS 논란이 많네,negative,0.246,2025-08-13 09:35:22,twitter,10
4067,Red Velvet,Red Velvet 음악 감동이에요,positive,0.805,2025-07-18 09:35:22,instagram,19
4068,MAMAMOO,MAMAMOO 정말 예쁘다 ❤️,positive,0.944,2025-08-13 09:35:22,instagram,17
4069,NCT,NCT 최고야!! 사랑해,positive,0.86,2025-07-29 09:35:22,instagram,13
4070,IVE,IVE 목소리 천사같아,positive,0.812,2025-07-28 09:35:22,twitter,12
4071,BTS,BTS 재능이 넘쳐나네요,positive,0.83,2025-07-20 09:35:22,instagram,13
4072,(G)I-DLE,(G)I-DLE 새로운 앨범 언제 나와?,neutral,0.621,2025-07-18 09:35:22,instagram,22
4073,(G)I-DLE,(G)I-DLE 목소리 천사같아,positive,0.944,2025-07-25 09:35:22,twitter,17
4074,ENHYPEN,ENHYPEN 완벽해 💕,positive,0.936,2025-08-01 09:35:22,youtube,13
4075,ENHYPEN,ENHYPEN 콘서트 정보 알려주세요,neutral,0.45,2025-07-30 09:35:22,youtube,20
4076,KARD,KARD 노래 너무 좋아요!,positive,0.899,2025-08-13 09:35:22,instagram,15
4077,ITZY,ITZY 방송 언제 해요?,neutral,0.473,2025-07-16 09:35:22,twitter,14
4078,TXT,TXT 노래 너무 좋아요!,positive,0.797,2025-07-29 09:35:22,twitter,14
4079,SEVENTEEN,SEVENTEEN 음악 감동이에요,positive,0.912,2025-07-27 09:35:22,youtube,18
4080,KARD,KARD 춤도 잘 춰 👏,positive,0.833,2025-08-07 09:35:22,youtube,13
4081,IVE,IVE 예전만 못한듯,negative,0.061,2025-07-18 09:35:22,youtube,11
4082,NCT,NCT 목소리 천사같아,positive,0.809,2025-08-02 09:35:22,instagram,12
4083,(G)I-DLE,(G)I-DLE 음악 감동이에요,positive,0.808,2025-07-17 09:35:22,twitter,17
4084,aespa,aespa 노래 너무 좋아요!,positive,0.909,2025-08-10 09:35:22,twitter,16
4085,BLACKPINK,BLACKPINK 노래 너무 좋아요!,positive,0.883,2025-07-20 09:35:22,youtube,20
4086,IU,IU 완벽해 💕,positive,0.827,2025-08-02 09:35:22,youtube,8
4087,LE SSERAFIM,LE SSERAFIM 좀 아쉽네,negative,0.074,2025-08-03 09:35:22,instagram,17
4088,Red Velvet,Red Velvet 드라마 출연해요,neutral,0.506,2025-08-10 09:35:22,instagram,19
4089,TWICE,TWICE 음악 감동이에요,positive,0.898,2025-07-18 09:35:22,instagram,14
4090,IU,IU 방송 언제 해요?,neutral,0.655,2025-07-21 09:35:22,twitter,12
4091,IU,IU 춤도 잘 춰 👏,positive,0.817,2025-07-27 09:35:22,twitter,11
4092,TWICE,TWICE 재능이 넘쳐나네요,positive,0.702,2025-08-06 09:35:22,instagram,15
4093,MAMAMOO,MAMAMOO 광고 찍었네요,neutral,0.618,2025-07-31 09:35:22,youtube,15
4094,NCT,NCT 정말 예쁘다 ❤️,positive,0.772,2025-08-09 09:35:22,youtube,13
4095,IVE,IVE 완벽해 💕,positive,0.867,2025-08-04 09:35:22,youtube,9
4096,(G)I-DLE,(G)I-DLE 별로인듯,negative,0.18,2025-07-15 09:35:22,twitter,13
4097,BTS,BTS 최고야!! 사랑해,positive,0.745,2025-08-07 09:35:22,twitter,13
4098,TWICE,TWICE 최고야!! 사랑해,positive,0.864,2025-08-03 09:35:22,twitter,15
4099,TXT,TXT 별로인듯,negative,0.075,2025-07-16 09:35:22,instagram,8
4100,aespa,aespa 최고야!! 사랑해,positive,0.895,2025-07-23 09:35:22,youtube,15
4101,IU,IU 새로운 앨범 언제 나와?,neutral,0.567,2025-08-12 09:35:22,youtube,16
4102,NCT,NCT 방송 언제 해요?,neutral,0.601,2025-08-14 09:35:22,instagram,13
4103,LE SSERAFIM,LE SSERAFIM 목소리 천사같아,positive,0.728,2025-07-26 09:35:22,instagram,20
4104,NMIXX,NMIXX 실망이야,negative,0.278,2025-08-11 09:35:22,instagram,10
4105,ITZY,ITZY 콘서트 정보 알려주세요,neutral,0.541,2025-07-29 09:35:22,twitter,17
4106,KARD,KARD 최고야!! 사랑해,positive,0.817,2025-07-20 09:35:22,youtube,14
4107,aespa,aespa 노래 너무 좋아요!,positive,0.736,2025-07-19 09:35:22,youtube,16
4108,NewJeans,NewJeans 노래 너무 좋아요!,positive,0.764,2025-08-08 09:35:22,youtube,19
4109,KARD,KARD 최고야!! 사랑해,positive,0.935,2025-08-07 09:35:22,instagram,14
4110,LE SSERAFIM,LE SSERAFIM 방송 언제 해요?,neutral,0.632,2025-08-06 09:35:22,instagram,21
4111,StrayKids,StrayKids 노래 너무 좋아요!,positive,0.922,2025-07-27 09:35:22,twitter,20
4112,NewJeans,NewJeans 별로인듯,negative,0.296,2025-08-06 09:35:22,youtube,13
4113,IU,IU 목소리 천사같아,positive,0.757,2025-08-05 09:35:22,instagram,11
4114,LE SSERAFIM,LE SSERAFIM 목소리 천사같아,positive,0.752,2025-07-28 09:35:22,youtube,20
4115,aespa,aespa 재능이 넘쳐나네요,positive,0.704,2025-07-17 09:35:22,twitter,15
4116,IVE,IVE 재능이 넘쳐나네요,positive,0.84,2025-08-06 09:35:22,youtube,13
4117,LE SSERAFIM,LE SSERAFIM 음악 감동이에요,positive,0.774,2025-08-09 09:35:22,twitter,20
4118,SEVENTEEN,SEVENTEEN 재능이 넘쳐나네요,positive,0.754,2025-08-02 09:35:22,instagram,19
4119,KARD,KARD 별로인듯,negative,0.305,2025-07-17 09:35:22,twitter,9
4120,NewJeans,NewJeans 좀 아쉽네,negative,0.23,2025-07-29 09:35:22,twitter,14
4121,SEVENTEEN,SEVENTEEN 좀 아쉽네,negative,0.382,2025-08-02 09:35:22,instagram,15
4122,IVE,IVE 인스타 업데이트 기다려요,neutral,0.437,2025-08-06 09:35:22,youtube,17
4123,BTS,BTS 새로운 앨범 언제 나와?,neutral,0.457,2025-08-13 09:35:22,twitter,17
4124,IVE,IVE 콘서트 정보 알려주세요,neutral,0.433,2025-07-19 09:35:22,twitter,16
4125,MAMAMOO,MAMAMOO 좀 아쉽네,negative,0.305,2025-08-04 09:35:22,instagram,13
4126,StrayKids,StrayKids 완벽해 💕,positive,0.822,2025-07-17 09:35:22,twitter,15
4127,ENHYPEN,ENHYPEN 음악 감동이에요,positive,0.874,2025-08-03 09:35:22,twitter,16
4128,IU,IU 방송 언제 해요?,neutral,0.465,2025-08-05 09:35:22,youtube,12
4129,NMIXX,NMIXX 새로운 앨범 언제 나와?,neutral,0.4,2025-07-23 09:35:22,twitter,19
4130,aespa,aespa 목소리 천사같아,positive,0.921,2025-08-11 09:35:22,youtube,14
4131,TXT,TXT 완벽해 💕,positive,0.769,2025-08-08 09:35:22,twitter,9
4132,IVE,IVE 음악 감동이에요,positive,0.911,2025-08-02 09:35:22,youtube,12
4133,StrayKids,StrayKids 좀 아쉽네,negative,0.273,2025-08-11 09:35:22,youtube,15
4134,(G)I-DLE,(G)I-DLE 방송 언제 해요?,neutral,0.501,2025-07-18 09:35:22,twitter,18
4135,NewJeans,NewJeans 재능이 넘쳐나네요,positive,0.871,2025-07-26 09:35:22,youtube,18
4136,BTS,BTS 재능이 넘쳐나네요,positive,0.874,2025-08-10 09:35:22,youtube,13
4137,NCT,NCT 음악 감동이에요,positive,0.821,2025-07-19 09:35:22,twitter,12
4138,BTS,BTS 최고야!! 사랑해,positive,0.871,2025-08-05 09:35:22,twitter,13
4139,aespa,aespa 새로운 앨범 언제 나와?,neutral,0.405,2025-07-24 09:35:22,twitter,19
4140,LE SSERAFIM,LE SSERAFIM 재능이 넘쳐나네요,positive,0.906,2025-07-23 09:35:22,instagram,21
4141,KARD,KARD 목소리 천사같아,positive,0.904,2025-07-26 09:35:22,youtube,13
4142,MAMAMOO,MAMAMOO 실망이야,negative,0.156,2025-07-17 09:35:22,instagram,12
4143,SEVENTEEN,SEVENTEEN 실망이야,negative,0.393,2025-07-30 09:35:22,instagram,14
4144,StrayKids,StrayKids 완벽해 💕,positive,0.814,2025-07-17 09:35:22,instagram,15
4145,StrayKids,StrayKids 예전만 못한듯,negative,0.235,2025-07-18 09:35:22,youtube,17
4146,(G)I-DLE,(G)I-DLE 목소리 천사같아,positive,0.871,2025-08-09 09:35:22,youtube,17
4147,StrayKids,StrayKids 콘서트 정보 알려주세요,neutral,0.617,2025-07-25 09:35:22,youtube,22
4148,TXT,TXT 너무 과장된거 아니야?,negative,0.22,2025-07-22 09:35:22,youtube,16
4149,NewJeans,NewJeans 완벽해 💕,positive,0.757,2025-08-09 09:35:22,twitter,14
4150,ENHYPEN,ENHYPEN 음악 감동이에요,positive,0.871,2025-08-09 09:35:22,instagram,16
4151,(G)I-DLE,(G)I-DLE 완벽해 💕,positive,0.869,2025-07-21 09:35:22,instagram,14
4152,IU,IU 재능이 넘쳐나네요,positive,0.709,2025-08-05 09:35:22,youtube,12
4153,LE SSERAFIM,LE SSERAFIM 최고야!! 사랑해,positive,0.891,2025-07-28 09:35:22,twitter,21
4154,MAMAMOO,MAMAMOO 좀 아쉽네,negative,0.166,2025-08-14 09:35:22,twitter,13
4155,IU,IU 최고야!! 사랑해,positive,0.854,2025-07-22 09:35:22,twitter,12
4156,LE SSERAFIM,LE SSERAFIM 음악 감동이에요,positive,0.851,2025-08-08 09:35:22,youtube,20
4157,NMIXX,NMIXX 춤도 잘 춰 👏,positive,0.921,2025-07-17 09:35:22,instagram,14
4158,TWICE,TWICE 음악 감동이에요,positive,0.751,2025-08-13 09:35:22,youtube,14
4159,NCT,NCT 논란이 많네,negative,0.396,2025-07-16 09:35:22,twitter,10
4160,BLACKPINK,BLACKPINK 콘서트 정보 알려주세요,neutral,0.525,2025-07-16 09:35:22,youtube,22
4161,IVE,IVE 콘서트 정보 알려주세요,neutral,0.539,2025-08-04 09:35:22,twitter,16
4162,Red Velvet,Red Velvet 방송 언제 해요?,neutral,0.424,2025-07-23 09:35:22,youtube,20
4163,BLACKPINK,BLACKPINK 음악 감동이에요,positive,0.702,2025-07-22 09:35:22,twitter,18
4164,BLACKPINK,BLACKPINK 목소리 천사같아,positive,0.871,2025-08-10 09:35:22,twitter,18
4165,MAMAMOO,MAMAMOO 정말 예쁘다 ❤️,positive,0.831,2025-07-18 09:35:22,instagram,17
4166,BLACKPINK,BLACKPINK 정말 예쁘다 ❤️,positive,0.743,2025-07-20 09:35:22,instagram,19
4167,(G)I-DLE,(G)I-DLE 음악 감동이에요,positive,0.757,2025-07-21 09:35:22,twitter,17
4168,ITZY,ITZY 방송 언제 해요?,neutral,0.533,2025-08-05 09:35:22,instagram,14
4169,BTS,BTS 논란이 많네,negative,0.087,2025-07-26 09:35:22,instagram,10
4170,StrayKids,StrayKids 재능이 넘쳐나네요,positive,0.819,2025-08-02 09:35:22,instagram,19
4171,TXT,TXT 정말 예쁘다 ❤️,positive,0.88,2025-07-25 09:35:22,instagram,13
4172,NewJeans,NewJeans 재능이 넘쳐나네요,positive,0.713,2025-08-12 09:35:22,youtube,18
4173,(G)I-DLE,(G)I-DLE 새로운 앨범 언제 나와?,neutral,0.687,2025-07-30 09:35:22,instagram,22
4174,StrayKids,StrayKids 춤도 잘 춰 👏,positive,0.751,2025-08-11 09:35:22,youtube,18
4175,aespa,aespa 완벽해 💕,positive,0.844,2025-07-25 09:35:22,instagram,11
4176,BLACKPINK,BLACKPINK 인스타 업데이트 기다려요,neutral,0.493,2025-08-13 09:35:22,twitter,23
4177,aespa,aespa 방송 언제 해요?,neutral,0.549,2025-08-08 09:35:22,youtube,15
4178,NCT,NCT 재능이 넘쳐나네요,positive,0.702,2025-08-14 09:35:22,youtube,13
4179,NCT,NCT 최고야!! 사랑해,positive,0.796,2025-08-13 09:35:22,youtube,13
4180,StrayKids,StrayKids 방송 언제 해요?,neutral,0.675,2025-08-09 09:35:22,instagram,19
4181,TXT,TXT 실망이야,negative,0.299,2025-07-20 09:35:22,instagram,8
4182,MAMAMOO,MAMAMOO 목소리 천사같아,positive,0.947,2025-07-28 09:35:22,youtube,16
4183,IVE,IVE 춤도 잘 춰 👏,positive,0.803,2025-07-19 09:35:22,youtube,12
4184,SEVENTEEN,SEVENTEEN 최고야!! 사랑해,positive,0.808,2025-08-04 09:35:22,instagram,19
4185,aespa,aespa 광고 찍었네요,neutral,0.603,2025-07-17 09:35:22,youtube,13
4186,MAMAMOO,MAMAMOO 정말 예쁘다 ❤️,positive,0.774,2025-07-28 09:35:22,youtube,17
4187,NewJeans,NewJeans 노래 너무 좋아요!,positive,0.883,2025-07-16 09:35:22,twitter,19
4188,BLACKPINK,BLACKPINK 새로운 앨범 언제 나와?,neutral,0.496,2025-07-24 09:35:22,twitter,23
4189,NMIXX,NMIXX 노래 너무 좋아요!,positive,0.848,2025-08-07 09:35:22,instagram,16
4190,TXT,TXT 노래 너무 좋아요!,positive,0.757,2025-07-19 09:35:22,youtube,14
4191,StrayKids,StrayKids 새로운 앨범 언제 나와?,neutral,0.466,2025-07-26 09:35:22,instagram,23
4192,BTS,BTS 실망이야,negative,0.098,2025-07-28 09:35:22,twitter,8
4193,IVE,IVE 노래 너무 좋아요!,positive,0.791,2025-08-14 09:35:22,twitter,14
4194,TWICE,TWICE 음악 감동이에요,positive,0.908,2025-08-09 09:35:22,youtube,14
4195,LE SSERAFIM,LE SSERAFIM 재능이 넘쳐나네요,positive,0.834,2025-07-22 09:35:22,youtube,21
4196,ENHYPEN,ENHYPEN 최고야!! 사랑해,positive,0.913,2025-07-28 09:35:22,youtube,17
4197,NMIXX,NMIXX 춤도 잘 춰 👏,positive,0.851,2025-07-30 09:35:22,instagram,14
4198,Red Velvet,Red Velvet 좀 아쉽네,negative,0.232,2025-08-05 09:35:22,instagram,16
4199,LE SSERAFIM,LE SSERAFIM 좀 아쉽네,negative,0.054,2025-07-23 09:35:22,instagram,17
4200,NMIXX,NMIXX 완벽해 💕,positive,0.925,2025-07-22 09:35:22,youtube,11
4201,ITZY,ITZY 노래 너무 좋아요!,positive,0.88,2025-08-05 09:35:22,twitter,15
4202,ENHYPEN,ENHYPEN 인스타 업데이트 기다려요,neutral,0.591,2025-07-18 09:35:22,instagram,21
4203,LE SSERAFIM,LE SSERAFIM 춤도 잘 춰 👏,positive,0.719,2025-08-06 09:35:22,instagram,20
4204,IVE,IVE 최고야!! 사랑해,positive,0.907,2025-07-20 09:35:22,instagram,13
4205,ENHYPEN,ENHYPEN 정말 예쁘다 ❤️,positive,0.897,2025-08-10 09:35:22,instagram,17
4206,NCT,NCT 별로인듯,negative,0.164,2025-08-02 09:35:22,instagram,8
4207,BTS,BTS 콘서트 정보 알려주세요,neutral,0.499,2025-07-28 09:35:22,instagram,16
4208,IVE,IVE 광고 찍었네요,neutral,0.616,2025-08-07 09:35:22,twitter,11
4209,Red Velvet,Red Velvet 목소리 천사같아,positive,0.79,2025-08-13 09:35:22,instagram,19
4210,IVE,IVE 드라마 출연해요,neutral,0.523,2025-07-16 09:35:22,twitter,12
4211,Red Velvet,Red Velvet 목소리 천사같아,positive,0.901,2025-07-25 09:35:22,twitter,19
4212,NewJeans,NewJeans 정말 예쁘다 ❤️,positive,0.807,2025-08-03 09:35:22,instagram,18
4213,Red Velvet,Red Velvet 정말 예쁘다 ❤️,positive,0.749,2025-07-29 09:35:22,twitter,20
4214,LE SSERAFIM,LE SSERAFIM 최고야!! 사랑해,positive,0.931,2025-07-28 09:35:22,youtube,21
4215,NCT,NCT 별로인듯,negative,0.208,2025-07-18 09:35:22,youtube,8
4216,aespa,aespa 목소리 천사같아,positive,0.72,2025-07-21 09:35:22,instagram,14
4217,IVE,IVE 음악 감동이에요,positive,0.893,2025-08-10 09:35:22,youtube,12
4218,ITZY,ITZY 인스타 업데이트 기다려요,neutral,0.646,2025-08-13 09:35:22,instagram,18
